po_line_id,po_id,order_date,supplier_id,part_id,warehouse_id,quantity_ordered,promised_date,received_date,quantity_received,unit_cost_gbp,order_status
POL000262,PO000088,2026-03-17,S034,P0013,W01,333,2026-03-30,2026-03-24,333,297.45,Complete
POL000263,PO000088,2025-02-01,S020,P0096,W05,113,2025-02-15,2025-02-20,113,354.2,Complete
POL000264,PO000088,2025-04-26,S015,P0068,W05,370,2025-05-08,2025-05-05,370,205.72,Complete
POL000265,PO000089,2025-01-10,S024,P0065,W02,133,2025-01-20,2025-01-25,124,387.82,Complete
POL000266,PO000089,2025-06-12,S035,P0100,W01,203,2025-06-20,2025-06-23,203,273.26,Complete
POL000267,PO000089,2025-03-01,S020,P0003,W01,248,2025-03-13,2025-03-06,248,384.89,Complete
POL000268,PO000090,2026-03-02,S014,P0008,W05,270,2026-03-25,2026-04-07,244,51.77,Complete
POL000269,PO000090,2025-11-10,S007,P0024,W05,414,2025-11-24,2025-11-19,405,434.92,Complete
POL000270,PO000090,2026-08-12,S027,P0059,W03,70,2026-09-04,2026-09-25,70,608.3,Open
POL000271,PO000091,2026-03-26,S033,P0116,W05,117,2026-04-24,2026-04-17,117,280.03,Complete
POL000272,PO000091,2026-01-02,S026,P0009,W02,377,2026-01-08,2026-01-09,377,322.75,Complete
POL000273,PO000091,2025-11-02,S013,P0051,W03,428,2025-12-02,2025-11-28,428,323.06,Complete
POL000274,PO000092,2025-02-02,S012,P0052,W01,212,2025-02-22,2025-03-03,212,214.84,Complete
POL000275,PO000092,2025-02-12,S019,P0024,W03,7,2025-03-13,2025-03-06,7,405.83,Complete
POL000276,PO000092,2026-01-05,S017,P0042,W04,418,2026-01-20,2026-02-03,418,600.47,Complete
POL000277,PO000093,2025-01-03,S010,P0025,W05,307,2025-01-14,2025-01-14,294,192.73,Partial
POL000278,PO000093,2025-01-26,S046,P0017,W04,265,2025-02-09,2025-02-07,265,299.54,Complete
POL000279,PO000093,2025-05-12,S016,P0063,W04,197,2025-06-11,2025-06-17,197,97.28,Complete
POL000280,PO000094,2026-06-15,S013,P0112,W04,349,2026-07-11,2026-07-12,349,341.96,Complete
POL000281,PO000094,2025-10-03,S030,P0049,W04,147,2025-10-15,2025-10-12,147,585.97,Complete
POL000282,PO000094,2026-03-02,S039,P0077,W03,182,2026-03-08,2026-03-05,182,81.58,Complete
POL000283,PO000095,2025-09-04,S023,P0081,W03,385,2025-09-26,2025-09-25,385,139.38,Complete
POL000284,PO000095,2025-04-14,S033,P0102,W01,189,2025-05-13,2025-05-11,189,414.87,Complete
POL000285,PO000095,2025-08-11,S005,P0099,W01,473,2025-08-22,2025-08-28,473,86.66,Complete
POL000286,PO000096,2025-02-25,S026,P0109,W04,221,2025-03-04,2025-03-06,221,576.82,Complete
POL000287,PO000096,2026-04-08,S004,P0098,W03,283,2026-04-17,2026-04-21,283,77.87,Complete
POL000288,PO000096,2025-04-21,S007,P0112,W05,319,2025-05-09,2025-05-08,319,381.75,Complete
POL000289,PO000097,2025-08-14,S029,P0116,W01,351,2025-08-27,2025-09-01,351,251.09,Complete
POL000290,PO000097,2026-08-12,S010,P0090,W02,255,2026-08-23,2026-08-21,255,349.71,Open
POL000291,PO000097,2025-12-22,S002,P0060,W02,184,2026-01-16,2026-01-12,184,151.04,Complete
POL000292,PO000098,2025-10-03,S009,P0037,W05,403,2025-10-20,2025-10-19,403,205.29,Complete
POL000293,PO000098,2025-11-22,S038,P0069,W02,359,2025-12-15,2025-12-24,359,504.01,Complete
POL000294,PO000098,2026-04-16,S029,P0100,W04,32,2026-04-30,2026-04-28,32,268.35,Complete
POL000295,PO000099,2025-06-02,S019,P0091,W01,314,2025-07-01,2025-06-30,314,422.61,Complete
POL000296,PO000099,2026-01-17,S047,P0063,W03,450,2026-02-14,2026-02-17,450,97.06,Complete
POL000297,PO000099,2026-06-08,S019,P0010,W03,282,2026-07-05,2026-07-06,282,336.82,Complete
POL000298,PO000100,2025-12-10,S043,P0033,W04,463,2025-12-26,2025-12-22,463,374.83,Complete
POL000299,PO000100,2025-09-25,S017,P0070,W03,198,2025-10-09,2025-10-04,198,658.74,Complete
POL000300,PO000100,2025-03-29,S002,P0047,W01,125,2025-04-20,2025-04-26,125,593.93,Complete
POL000301,PO000101,2025-05-29,S006,P0055,W01,251,2025-06-17,2025-06-12,251,235.68,Complete
POL000302,PO000101,2026-07-22,S014,P0037,W01,54,2026-08-12,2026-08-28,51,215.59,Complete
POL000303,PO000101,2025-11-21,S009,P0010,W02,37,2025-12-12,2025-12-11,37,336.48,Complete
POL000304,PO000102,2025-06-30,S008,P0056,W04,288,2025-07-08,2025-06-27,288,59.24,Complete
POL000305,PO000102,2025-09-09,S019,P0054,W02,19,2025-10-06,2025-10-11,19,481.58,Complete
POL000306,PO000102,2025-12-13,S047,P0094,W05,36,2026-01-07,2026-01-13,36,622.93,Complete
POL000307,PO000103,2025-11-19,S010,P0014,W01,230,2025-11-29,2025-12-04,210,183.73,Complete
POL000308,PO000103,2026-02-24,S012,P0059,W03,118,2026-03-19,2026-03-18,118,629.76,Complete
POL000309,PO000103,2025-06-04,S048,P0103,W04,93,2025-06-16,2025-06-16,93,641.9,Complete
POL000310,PO000104,2026-01-25,S010,P0033,W01,256,2026-02-05,2026-02-04,256,380.35,Complete
POL000311,PO000104,2025-09-23,,P0038,W03,167,2025-10-06,2025-10-04,167,668.96,Complete
POL000312,PO000104,2026-07-19,S030,P0011,W01,308,2026-08-01,2026-08-04,308,580.66,Complete
POL000313,PO000105,2025-04-05,S045,P0069,W04,215,2025-04-30,2025-04-30,215,481.96,Complete
POL000314,PO000105,2025-03-31,S027,P0103,W03,101,2025-04-23,2025-04-22,101,584.74,Complete
POL000315,PO000105,2025-10-04,S029,P0058,W05,353,2025-10-14,2025-10-12,353,191.87,Complete
POL000316,PO000106,2025-11-02,S011,P0051,W04,466,2025-11-27,2025-11-29,466,335.55,Complete
POL000317,PO000106,2026-02-19,S028,P0090,W02,364,2026-03-09,2026-03-17,364,313.51,Complete
POL000318,PO000106,2025-08-31,S033,P0054,W01,94,2025-09-30,2025-10-02,94,416.22,Complete
POL000319,PO000107,2026-07-03,S048,P0048,W01,281,2026-07-17,2026-07-11,281,495.15,Complete
POL000320,PO000107,2025-10-12,S005,P0092,W01,81,2025-10-25,2025-10-26,81,684.06,Complete
POL000321,PO000107,2025-03-19,S008,P0035,W02,17,2025-03-26,2025-03-30,17,569.39,Complete
POL000322,PO000108,2025-03-13,S001,P0102,W04,85,2025-04-02,2025-04-07,85,371.95,Complete
POL000323,PO000108,2026-08-08,S038,P0033,W02,405,2026-09-01,2026-09-05,405,393.41,Open
POL000324,PO000108,2025-03-22,S004,P0062,W01,465,2025-03-30,2025-04-01,465,599.64,Complete
POL000325,PO000109,2026-07-23,S044,P0031,W01,300,2026-08-15,2026-08-31,300,161.05,Complete
POL000326,PO000109,2025-06-16,S018,P0076,W03,439,2025-06-28,2025-06-23,439,458.37,Complete
POL000327,PO000109,2025-02-26,S014,P0053,W02,207,2025-03-20,2025-03-30,181,529.69,Complete
POL000328,PO000110,2025-07-02,S047,P0029,W04,21,2025-07-27,2025-08-01,21,77.12,Complete
POL000329,PO000110,2026-01-04,S035,P0090,W02,452,2026-01-15,2026-01-29,452,348.16,Complete
POL000330,PO000110,2025-09-14,S027,P0113,W01,364,2025-10-08,2025-10-02,364,415.33,Complete
POL000331,PO000111,2026-04-17,S043,P0004,W02,331,2026-05-01,2026-05-11,331,17.72,Complete
POL000332,PO000111,2026-01-02,S037,P0069,W03,41,2026-01-25,2026-02-05,41,483.86,Complete
POL000333,PO000111,2025-08-29,S031,P0087,W01,481,2025-09-15,2025-09-16,481,599.99,Complete
POL000334,PO000112,2026-01-16,S016,P0087,W01,42,2026-02-13,2026-02-10,42,565.06,Complete
POL000335,PO000112,2026-08-06,S048,P0027,W05,12,2026-08-20,2026-09-02,12,504.32,Open
POL000336,PO000112,2025-09-05,S035,P0014,W02,42,2025-09-15,2025-09-12,42,196.14,Complete
POL000337,PO000113,2025-04-03,S046,P0062,W04,470,2025-04-17,2025-04-24,470,507.77,Complete
POL000338,PO000113,2025-09-03,S047,P0077,W05,415,2025-09-30,2025-10-10,415,82.04,Complete
POL000339,PO000113,2026-05-20,S027,P0035,W01,61,2026-06-12,2026-06-25,32,572.19,Complete
POL000340,PO000114,2025-05-11,S018,P0045,W04,216,2025-05-24,2025-05-25,205,263.19,Complete
POL000341,PO000114,2026-07-24,S046,P0064,W05,266,2026-08-06,2026-08-17,266,119.52,Complete
POL000342,PO000114,2025-12-19,S048,P0055,W01,280,2026-01-01,2026-01-01,280,263.74,Complete
POL000343,PO000115,2025-12-27,S006,P0059,W02,104,2026-01-12,2026-01-10,104,596.08,Complete
POL000344,PO000115,2025-07-10,S031,P0082,W01,20,2025-07-30,2025-07-17,20,550.34,Complete
POL000345,PO000115,2026-07-07,S029,P0119,W01,20,2026-07-20,2026-07-28,20,442.24,Complete
POL000346,PO000116,2025-01-22,S036,P0096,W02,450,2025-02-17,2025-02-16,450,383.71,Complete
POL000347,PO000116,2025-06-29,S047,P0001,W01,312,2025-07-27,2025-08-02,312,366.63,Complete
POL000348,PO000116,2025-09-09,S013,P0042,W05,491,2025-10-07,2025-10-08,491,580.39,Complete
POL000349,PO000117,2025-10-14,S047,P0002,W02,430,2025-11-08,2025-11-17,430,209.7,Complete
POL000350,PO000117,2025-10-12,S031,P0105,W04,121,2025-10-29,2025-11-07,121,310.03,Complete
POL000351,PO000117,2025-03-30,S004,P0078,W01,49,2025-04-06,2025-04-02,49,316.27,Complete
POL000352,PO000118,2025-05-16,S025,P0027,W04,329,2025-06-01,2025-05-31,329,497.01,Complete
POL000353,PO000118,2025-02-27,S007,P0101,W04,116,2025-03-14,2025-03-19,116,646.88,Complete
POL000354,PO000118,2025-12-10,S046,P0068,W01,341,2025-12-26,2026-01-04,341,221.08,Complete
POL000355,PO000119,2025-07-30,S037,P0007,W03,483,2025-08-20,2025-08-22,483,550.26,Complete
POL000356,PO000119,2025-12-06,S044,P0019,W05,483,2026-01-02,2026-01-05,483,533.35,Complete
POL000357,PO000119,2025-12-20,S029,P0098,W04,129,2025-12-30,2026-01-02,129,69.6,Complete
POL000358,PO000120,2026-02-26,S020,P0035,W05,244,2026-03-13,2026-03-10,244,505.48,Complete
POL000359,PO000120,2025-11-25,S021,P0063,W03,355,2025-11-30,2025-11-29,355,109.0,Complete
POL000360,PO000120,2026-01-24,S046,P0108,W02,122,2026-02-09,2026-02-09,122,74.58,Complete
POL000361,PO000121,2025-12-19,S008,P0035,W03,283,2025-12-27,2026-01-03,283,532.91,Complete
POL000362,PO000121,2026-01-27,S043,P0002,W03,183,2026-02-10,2026-02-21,183,240.89,Complete
POL000363,PO000121,2026-01-05,S021,P0011,W05,289,2026-01-14,2026-01-10,289,594.39,Complete
POL000364,PO000122,2025-07-09,S029,P0110,W03,321,2025-07-21,2025-07-26,321,526.53,Complete
POL000365,PO000122,2025-05-28,S033,P0072,W04,438,2025-06-25,2025-06-28,438,96.36,Complete
POL000366,PO000122,2026-04-18,S004,,W03,238,2026-04-29,2026-04-28,238,327.28,Complete
POL000367,PO000123,2025-07-25,S008,P0010,W02,147,2025-08-01,2025-07-28,147,345.24,Complete
POL000368,PO000123,2025-11-26,S008,P0084,W02,44,2025-12-05,2025-12-08,44,510.56,Complete
POL000369,PO000123,2025-04-29,S038,P0005,W05,351,2025-05-18,2025-05-16,351,638.07,Complete
POL000370,PO000124,2025-09-16,S004,P0012,W02,404,2025-09-26,2025-09-30,400,394.4,Complete
POL000371,PO000124,2025-11-14,S030,P0072,W03,208,2025-11-26,2025-11-22,208,89.73,Complete
POL000372,PO000124,2026-01-11,S006,P0077,W04,432,2026-01-25,2026-01-28,432,81.88,Complete
POL000373,PO000125,2025-11-12,S037,P0069,W01,239,2025-12-02,2025-12-09,239,526.12,Complete
POL000374,PO000125,2025-08-05,S047,P0110,W04,241,2025-09-03,2025-09-06,241,517.8,Complete
POL000375,PO000125,2026-08-01,S020,P0033,W05,27,2026-08-13,2026-08-15,11,384.5,Open
POL000376,PO000126,2025-11-04,S011,P0067,W03,264,2025-11-24,2025-11-23,264,132.86,Complete
POL000377,PO000126,2026-04-30,S022,P0037,W03,299,2026-05-16,2026-05-22,299,207.14,Complete
POL000378,PO000126,2026-03-19,S034,P0044,W03,248,2026-04-04,2026-04-04,248,31.68,Complete
POL000379,PO000127,2025-12-01,S035,P0019,W04,271,2025-12-07,2025-12-13,271,571.52,Complete
POL000380,PO000127,2026-06-16,S031,P0096,W01,267,2026-07-04,2026-07-03,267,337.8,Complete
POL000381,PO000127,2025-03-18,S028,P0085,W04,351,2025-04-04,2025-03-31,351,95.02,Complete
POL000382,PO000128,2026-07-07,S031,P0086,W03,55,2026-07-28,2026-07-26,30,76.97,Complete
POL000383,PO000128,2026-05-26,S011,P0018,W01,267,2026-06-19,2026-06-23,267,15.61,Complete
POL000384,PO000128,2025-10-30,S010,P0015,W05,219,2025-11-05,2025-11-01,219,235.01,Partial
POL000385,PO000129,2026-03-17,S045,P0094,W01,176,2026-04-14,2026-04-25,176,598.24,Complete
POL000386,PO000129,2025-11-09,S028,P0080,W03,226,2025-11-26,2025-11-20,226,383.27,Complete
POL000387,PO000129,2025-06-11,S042,P0004,W05,341,2025-07-08,2025-07-09,341,17.18,Complete
POL000388,PO000130,2026-04-25,S031,P0080,W05,498,2026-05-12,2026-05-20,498,355.52,Complete
POL000389,PO000130,2025-05-28,S022,P0118,W04,114,2025-06-11,2025-06-14,114,289.87,Complete
POL000390,PO000130,2025-07-08,S028,P0091,W04,29,2025-07-24,2025-07-24,29,456.66,Complete
POL000391,PO000131,2025-11-08,S034,P0034,W03,177,2025-11-23,2025-12-01,177,232.47,Complete
POL000392,PO000131,2026-05-18,S009,P0038,W04,159,2026-06-05,2026-06-01,145,663.13,Complete
POL000393,PO000131,2025-08-19,S023,P0091,W05,39,2025-09-15,2025-09-15,39,405.78,Complete
POL000394,PO000132,2025-10-24,S035,P0049,W03,250,2025-11-01,2025-10-25,250,622.72,Complete
POL000395,PO000132,2025-01-25,S005,P0089,W03,261,2025-02-06,2025-02-12,261,209.25,Complete
POL000396,PO000132,2025-03-11,S004,P0116,W01,424,2025-03-23,2025-03-28,424,297.26,Complete
POL000397,PO000133,2025-02-03,S008,P0049,W05,350,2025-02-12,2025-02-17,350,627.2,Complete
POL000398,PO000133,2025-02-13,S029,P0069,W05,233,2025-02-27,2025-03-01,233,550.84,Complete
POL000399,PO000133,2026-06-06,S012,P0059,W04,330,2026-06-25,2026-06-27,330,677.03,Complete
POL000400,PO000134,2026-05-21,S021,P0062,W04,149,2026-05-30,2026-06-01,149,588.7,Complete
POL000401,PO000134,2026-05-09,S007,P0010,W02,82,2026-05-23,2026-05-26,82,345.62,Complete
POL000402,PO000134,2025-02-03,S013,P0119,W05,269,2025-03-04,2025-03-06,269,407.32,Complete
POL000403,PO000135,2025-02-16,S001,P0065,W01,250,2025-03-11,2025-03-07,250,418.34,Complete
POL000404,PO000135,2025-06-18,S039,P0028,W04,152,2025-06-25,2025-06-14,152,523.48,Complete
POL000405,PO000135,2025-12-06,S023,P0069,W02,450,2025-12-29,2026-01-11,450,562.69,Complete
POL000406,PO000136,2025-07-20,S009,P0048,W03,276,2025-08-05,2025-08-03,276,518.41,Partial
POL000407,PO000136,2025-10-20,S026,P0099,W01,285,2025-10-26,2025-10-27,285,90.75,Complete
POL000408,PO000136,2025-04-14,S045,P0092,W01,346,2025-05-08,2025-05-16,341,591.96,Complete
POL000409,PO000137,2026-03-15,S040,P0046,W02,148,2026-03-27,2026-03-30,148,629.75,Complete
POL000410,PO000137,2025-07-08,S043,P0086,W02,267,2025-07-23,2025-07-17,267,83.95,Complete
POL000411,PO000137,2025-02-09,S020,P0004,W05,448,2025-02-23,2025-02-18,448,18.14,Complete
POL000412,PO000138,2026-03-22,S018,P0117,W03,306,2026-04-01,2026-04-07,306,235.73,Complete
POL000413,PO000138,2026-06-26,S016,P0062,W01,426,2026-07-26,2026-07-31,426,522.57,Complete
POL000414,PO000138,2025-01-09,S015,P0079,W05,24,2025-01-20,2025-01-19,24,443.16,Complete
POL000415,PO000139,2025-09-20,S045,P0078,W04,361,2025-10-15,2025-10-16,361,357.26,Complete
POL000416,PO000139,2026-05-12,S007,P0038,W05,331,2026-05-26,2026-05-28,331,615.22,Complete
POL000417,PO000139,2026-02-28,S041,P0083,W05,449,2026-03-26,2026-04-07,449,435.77,Complete
POL000418,PO000140,2026-05-29,S044,P0048,W03,484,2026-06-22,2026-06-26,484,501.35,Complete
POL000419,PO000140,2025-09-07,S041,P0082,W01,73,2025-09-30,2025-09-29,73,481.94,Complete
POL000420,PO000140,2025-08-12,S031,P0011,W03,248,2025-08-29,2025-09-03,248,643.12,Complete
POL000421,PO000141,2026-03-02,S042,P0018,W04,466,2026-03-25,2026-03-30,466,17.95,Complete
POL000422,PO000141,2025-04-03,S002,P0111,W01,402,2025-04-25,2025-05-01,402,145.98,Complete
POL000423,PO000141,2025-05-24,S040,P0089,W05,55,2025-06-03,2025-06-09,55,214.91,Complete
POL000424,PO000142,2025-12-27,S025,P0016,W02,276,2026-01-12,2026-01-18,276,358.59,Complete
POL000425,PO000142,2026-02-06,S047,P0026,W04,177,2026-03-02,2026-03-01,177,403.59,Complete
POL000426,PO000142,2025-03-13,S005,P0066,W05,353,2025-03-24,2025-03-25,353,549.2,Complete
POL000427,PO000143,2025-11-01,S045,P0001,W05,258,2025-11-24,2025-11-21,258,365.66,Complete
POL000428,PO000143,2025-08-07,S028,P0049,W04,158,2025-08-21,2025-08-24,158,556.78,Complete
POL000429,PO000143,2025-10-29,S005,P0040,W02,211,2025-11-13,2025-11-10,211,331.6,Complete
POL000430,PO000144,2026-07-30,S025,P0017,W03,483,2026-08-17,2026-08-21,483,315.81,Complete
POL000431,PO000144,2025-02-15,S002,P0036,W03,186,2025-03-12,2025-03-20,186,507.35,Complete
POL000432,PO000144,2026-08-21,S004,P0036,W05,111,2026-09-02,2026-09-03,111,581.23,Open
POL000433,PO000145,2025-09-27,S026,P0009,W01,60,2025-10-05,2025-10-04,60,327.12,Complete
POL000434,PO000145,2026-04-09,S040,P0077,W01,83,2026-04-21,2026-04-25,83,83.3,Complete
POL000435,PO000145,2025-09-12,S006,P0033,W01,31,2025-09-28,2025-10-05,31,381.58,Complete
POL000436,PO000146,2025-07-06,S013,P0004,W05,27,2025-08-02,2025-07-30,27,18.67,Complete
POL000437,PO000146,2026-04-08,S019,P0003,W03,268,2026-05-02,2026-05-04,268,428.07,Complete
POL000438,PO000146,2026-02-17,S026,P0116,W04,272,2026-02-24,2026-02-27,272,248.21,Complete
POL000439,PO000147,2025-03-28,S001,P0015,W01,398,2025-04-18,2025-04-18,398,217.11,Complete
POL000440,PO000147,2026-02-28,S031,P0110,W01,311,2026-03-18,2026-03-22,311,495.53,Complete
POL000441,PO000147,2026-03-28,S024,P0020,W04,99,2026-04-06,2026-03-29,99,553.83,Partial
POL000442,PO000148,2025-08-21,S047,P0011,W04,326,2025-09-14,2025-09-17,326,578.89,Complete
POL000443,PO000148,2026-07-10,S015,P0066,W03,224,2026-07-22,2026-08-02,224,604.02,Complete
POL000444,PO000148,2026-01-20,S024,P0105,W01,90,2026-01-29,2026-02-03,90,283.84,Partial
POL000445,PO000149,2025-07-20,S004,P0009,W03,326,2025-07-28,2025-07-30,326,345.35,Complete
POL000446,PO000149,2025-01-07,S045,P0040,W04,327,2025-02-01,2025-01-27,327,359.69,Complete
POL000447,PO000149,2026-02-09,S041,P0091,W02,214,2026-03-03,2026-03-12,214,432.5,Complete
POL000448,PO000150,2025-05-06,S018,P0009,W02,0,2025-05-17,2025-05-20,86,319.23,Complete
POL000449,PO000150,2026-03-30,S023,P0021,W04,19,2026-04-26,2026-04-28,19,98.5,Partial
POL000450,PO000150,2025-11-12,S042,P0037,W02,378,2025-12-09,2025-12-04,378,191.67,Complete
POL000451,PO000151,2025-10-08,S015,P0097,W01,82,2025-10-23,2025-10-26,65,411.94,Complete
POL000452,PO000151,2025-04-09,S012,P0098,W04,141,2025-04-30,2025-04-27,141,67.94,Complete
POL000453,PO000151,2026-03-03,S012,P0086,W01,339,2026-03-26,2026-03-24,339,79.01,Complete
POL000454,PO000152,2025-04-10,S034,P0080,W03,213,2025-04-23,2025-04-29,213,390.18,Complete
POL000455,PO000152,2025-09-08,S011,P0004,W03,411,2025-09-29,2025-09-29,411,16.74,Complete
POL000456,PO000152,2026-05-17,S005,P0029,W01,186,2026-06-01,2026-05-30,186,71.9,Complete
POL000457,PO000153,2026-07-07,S008,P0111,W04,446,2026-07-16,2026-07-12,446,162.85,Complete
POL000458,PO000153,2026-08-17,S048,P0087,W05,187,2026-08-26,2026-08-24,187,629.72,Open
POL000459,PO000153,2026-07-29,S042,P0029,W05,45,2026-08-22,2026-08-21,45,71.25,Complete
POL000460,PO000154,2025-11-30,S046,P0085,W02,361,2025-12-12,2025-12-18,361,81.24,Complete
POL000461,PO000154,2025-05-01,S014,P0087,W02,331,2025-05-26,2025-05-27,331,558.07,Complete
POL000462,PO000154,2026-05-19,S022,P0090,W04,498,2026-06-04,2026-06-12,498,324.44,Complete
POL000463,PO000155,2026-04-26,S024,P0118,W03,54,2026-05-07,2026-05-02,54,279.46,Complete
POL000464,PO000155,2026-08-18,S026,P0065,W04,266,2026-08-28,2026-09-06,266,421.57,Open
POL000465,PO000155,2026-01-26,S002,P0008,W02,356,2026-02-16,2026-02-17,356,52.5,Complete
POL000466,PO000156,2025-03-26,S029,P0099,W01,203,2025-04-10,2025-04-10,203,101.77,Complete
POL000467,PO000156,2025-10-29,S002,P0002,W01,134,2025-11-24,2025-11-24,134,218.59,Complete
POL000468,PO000156,2025-09-26,S014,P0077,W05,150,2025-10-19,2025-11-02,150,80.59,Complete
POL000469,PO000157,2026-05-21,S015,P0096,W03,10,2026-06-06,2026-06-05,10,395.29,Complete
POL000470,PO000157,2025-08-24,S033,P0016,W03,314,2025-09-23,2025-10-06,314,369.37,Complete
POL000471,PO000157,2025-07-17,S044,P0096,W04,390,2025-08-11,2025-08-17,390,370.31,Complete
POL000472,PO000158,2025-02-18,S034,P0098,W02,228,2025-03-06,2025-03-01,228,66.55,Complete
POL000473,PO000158,2026-05-17,S021,P0079,W02,24,2026-05-26,2026-05-22,24,469.25,Complete
POL000474,PO000158,2026-03-30,S026,P0039,W03,387,2026-04-06,2026-04-09,387,204.68,Complete
POL000475,PO000159,2025-01-25,S025,P0025,W01,454,2025-02-10,2025-02-12,426,179.52,Complete
POL000476,PO000159,2025-09-18,S008,P0085,W04,305,2025-09-25,2025-09-24,305,83.57,Complete
POL000477,PO000159,2025-10-15,S046,P0019,W01,48,2025-10-27,2025-10-26,48,547.95,Complete
POL000478,PO000160,2025-10-09,S045,P0082,W01,208,2025-11-05,2025-11-15,208,559.72,Complete
POL000479,PO000160,2026-07-06,S012,P0021,W04,286,2026-07-28,2026-07-30,286,95.27,Complete
POL000480,PO000160,2025-04-01,S006,P0041,W02,476,2025-04-15,2025-04-19,476,162.84,Complete
POL000481,PO000161,2025-07-03,S008,P0061,W04,252,2025-07-12,2025-07-14,235,89.68,Complete
POL000482,PO000161,2025-04-19,S031,P0020,W03,10,2025-05-07,2025-05-09,10,637.77,Complete
POL000483,PO000161,2025-05-27,S002,P0096,W01,353,2025-06-17,2025-06-30,353,380.69,Complete
POL000484,PO000162,2026-06-29,S005,P0084,W04,346,2026-07-10,2026-07-15,346,449.66,Complete
POL000485,PO000162,2026-07-19,S032,P0002,W01,121,2026-08-08,2026-08-24,121,219.48,Complete
POL000486,PO000162,2025-01-27,S008,P0102,W02,208,2025-02-02,2025-02-08,208,405.43,Complete
POL000487,PO000163,2026-01-15,S004,P0087,W04,26,2026-01-24,2026-01-22,26,649.09,Complete
POL000488,PO000163,2025-05-20,S001,P0101,W03,65,2025-06-11,2025-06-19,44,637.47,Complete
POL000489,PO000163,2025-04-26,S034,P0073,W02,158,2025-05-12,2025-05-13,158,11.3,Complete
POL000490,PO000164,2025-06-25,S018,P0076,W02,50,2025-07-09,2025-07-19,50,484.04,Complete
POL000491,PO000164,2025-04-27,S014,P0047,W03,141,2025-05-19,2025-05-17,141,577.7,Complete
POL000492,PO000164,2025-10-22,S031,P0028,W02,326,2025-11-09,2025-11-02,314,551.84,Complete
POL000493,PO000165,2026-08-21,S009,P0029,W05,194,2026-09-10,2026-09-12,194,74.17,Open
POL000494,PO000165,2025-12-18,S026,P0038,W04,78,2025-12-24,2026-01-03,78,646.05,Complete
POL000495,PO000165,2026-03-10,S024,P0035,W05,314,2026-03-22,2026-03-20,314,510.1,Complete
POL000496,PO000166,2025-10-23,S033,P0091,W02,428,2025-11-19,2025-11-24,428,420.27,Complete
POL000497,PO000166,2025-01-09,S030,P0063,W05,297,2025-01-20,2025-01-18,297,113.44,Complete
POL000498,PO000166,2025-02-20,S033,P0050,W02,158,2025-03-17,2025-03-24,158,618.04,Complete
